Year,Team1,Team2,Toss_won,Decision,Venue,Time,Ump1,Ump2,Ump3,Ref,Squad1,Squad2,Team_1_A,Team_1_B,Team_1_C,Team_1_D,Team_1_E,Team_2_A,Team_2_B,Team_2_C,Team_2_D,Team_2_E,Form1,Form2,Winner
2009,MI,RR,RR,bat,"Kingsmead, Durban",4:30 PM,Billy Doctrove,Daryl Harper,Suresh Shastri,Dev Govindjee,"['Dhawal Kulkarni', 'Harbhajan Singh', 'Jean-Paul Duminy', 'Yogesh Takawale', 'Lasith Malinga', 'Chetanya Nanda', 'Abhishek Nayar', 'Sachin Tendulkar', 'Sanath Jayasuriya', 'Ajinkya Rahane', 'Dwayne Bravo']","['Siddharth Trivedi', 'Munaf Patel', 'Abhishek Raut', 'Shane Warne', 'Johan Botha', 'Siddharth Chitnis', 'Naman Ojha', 'Ravindra Jadeja', 'Yusuf Pathan', 'Graeme Smith', 'Rob Quiney']",0.5,0.3076923076923077,0.23076923076923078,0.2692307692307692,0.2692307692307692,0.6785714285714286,0.39285714285714285,0.32142857142857145,0.25,0.4642857142857143,10,0,RR
2009,DC,KXIP,KXIP,bowl,"Mangaung Oval, Bloemfontein",4:30 PM,Kumar Dharmasena,Ian Howell,Sudhir Asnani,Javagal Srinath,"['Pradeep Sangwan', 'Rajat Bhatia', 'Daniel Vettori', 'Dinesh Karthik', 'Ashish Nehra', 'Farveez Maharoof', 'Mithun Manhas', 'AB de Villiers', 'Tillakaratne Dilshan', 'Virender Sehwag', 'Gautam Gambhir']","['Wilkin Mota', 'Ramesh Powar', 'Brett Lee', 'Irfan Pathan', 'Simon Katich', 'S Sreesanth', 'Piyush Chawla', 'Kumar Sangakkara', 'Yuvraj Singh', 'Luke Pomersbach', 'Sunny Sohal']",0.6153846153846154,0.2692307692307692,0.38461538461538464,0.19230769230769232,0.46153846153846156,0.5714285714285714,0.2857142857142857,0.32142857142857145,0.25,0.35714285714285715,10,0,KXIP
2009,CSK,MI,MI,bat,"St George's Park, Port Elizabeth",12:30 PM,Shavir Tarapore,Simon Taufel,Brian Jerling,Yashpal Sharma,"['Sudeep Tyagi', 'Muttiah Muralitharan', 'Albie Morkel', 'Jacob Oram', 'Parthiv Patel', 'Lakshmipathy Balaji', 'Shadab Jakati', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden']","['Chetanya Nanda', 'Lasith Malinga', 'Dhawal Kulkarni', 'Harbhajan Singh', 'Ajinkya Rahane', 'Yogesh Takawale', 'Abhishek Nayar', 'Sachin Tendulkar', 'Jean-Paul Duminy', 'Dwayne Bravo', 'Sanath Jayasuriya']",0.5714285714285714,0.25,0.35714285714285715,0.35714285714285715,0.25,0.48148148148148145,0.2962962962962963,0.2222222222222222,0.25925925925925924,0.25925925925925924,0,0,CSK
2009,DCG,KKR,DCG,bowl,"The Wanderers Stadium, Johannesburg",4:45 PM,Rudi Koertzen,Sundaram Ravi,Suresh Shastri,Srinivas Venkataraghavan,"['Pragyan Ojha', 'Dwaraka Ravi Teja', 'Venugopal Rao', 'Herschelle Gibbs', 'Adam Gilchrist', 'RP Singh', 'Harmeet Singh', 'Ryan Harris', 'Rohit Sharma', 'Andrew Symonds', 'Tirumalsetti Suman']","['Shoaib Shaikh', 'Ishant Sharma', 'Murali Kartik', 'Mashrafe Mortaza', 'Yashpal Singh', 'Ajit Agarkar', 'Wriddhiman Saha', 'David Hussey', 'Brad Hodge', 'Sourav Ganguly', 'Brendon McCullum']",0.3333333333333333,0.2962962962962963,0.07407407407407407,0.18518518518518517,0.18518518518518517,0.32,0.2,0.16,0.2,0.16,0,0,DCG
2009,DCG,KXIP,DCG,bowl,"The Wanderers Stadium, Johannesburg",12:30 PM,Sundaram Ravi,Russell Tiffin,Gary Baxter,Srinivas Venkataraghavan,"['Jaskaran Singh', 'RP Singh', 'Ryan Harris', 'Venugopal Rao', 'Rohit Sharma', 'Tirumalsetti Suman', 'Herschelle Gibbs', 'Adam Gilchrist', 'Pragyan Ojha', 'Dwaraka Ravi Teja', 'Andrew Symonds']","['Irfan Pathan', 'Wilkin Mota', 'S Sreesanth', 'Ramesh Powar', 'Piyush Chawla', 'Brett Lee', 'Kumar Sangakkara', 'Yuvraj Singh', 'Luke Pomersbach', 'Simon Katich', 'Sunny Sohal']",0.35714285714285715,0.32142857142857145,0.07142857142857142,0.17857142857142858,0.21428571428571427,0.5862068965517241,0.3103448275862069,0.3103448275862069,0.2413793103448276,0.3793103448275862,5,5,KXIP
2009,DC,RR,DC,bat,"Mangaung Oval, Bloemfontein",4:45 PM,Sanjay Hazare,Ian Howell,Kumar Dharmasena,Javagal Srinath,"['Aavishkar Salvi', 'Farveez Maharoof', 'Mithun Manhas', 'Amit Mishra', 'Dirk Nannes', 'Ashish Nehra', 'Dinesh Karthik', 'Tillakaratne Dilshan', 'AB de Villiers', 'Virender Sehwag', 'Gautam Gambhir']","['Amit Singh', 'Shane Warne', 'Abhishek Raut', 'Johan Botha', 'Rob Quiney', 'Munaf Patel', 'Siddharth Trivedi', 'Yusuf Pathan', 'Ravindra Jadeja', 'Naman Ojha', 'Graeme Smith']",0.5925925925925926,0.25925925925925924,0.37037037037037035,0.18518518518518517,0.4444444444444444,0.6896551724137931,0.41379310344827586,0.3103448275862069,0.27586206896551724,0.4482758620689655,0,5,DC
2009,CSK,KKR,CSK,bat,"SuperSport Park, Centurion",4:30 PM,Simon Taufel,Russell Tiffin,Shavir Tarapore,Srinivas Venkataraghavan,"['Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Albie Morkel', 'Sudeep Tyagi', 'Shadab Jakati', 'Jacob Oram', 'S Badrinath', 'MS Dhoni', 'Suresh Raina', 'George Bailey', 'Parthiv Patel']","['Anureet Singh', 'Laxmi Shukla', 'Wriddhiman Saha', 'David Hussey', 'Brad Hodge', 'Sourav Ganguly', 'Ajantha Mendis', 'Ashok Dinda', 'Murali Kartik', 'Ajit Agarkar', 'Brendon McCullum']",0.5862068965517241,0.2413793103448276,0.3793103448275862,0.3448275862068966,0.27586206896551724,0.3076923076923077,0.19230769230769232,0.15384615384615385,0.19230769230769232,0.15384615384615385,5,0,KKR
2009,RCB,DC,DC,bat,"The Wanderers Stadium, Johannesburg",4:30 PM,Ian Howell,Russell Tiffin,Sudhir Asnani,Javagal Srinath,"['Anil Kumble', 'Balachandra Akhil', 'Praveen Kumar', 'Roelof van der Merwe', 'Virat Kohli', 'Mark Boucher', 'Ross Taylor', 'Rahul Dravid', 'Manish Pandey', 'Jacques Kallis', 'Robin Uthappa']","['Ashish Nehra', 'Aavishkar Salvi', 'Daniel Vettori', 'Farveez Maharoof', 'Yogesh Nagar', 'Andrew McDonald', 'Dinesh Karthik', 'AB de Villiers', 'Mithun Manhas', 'Virender Sehwag', 'Gautam Gambhir']",0.39285714285714285,0.17857142857142858,0.25,0.17857142857142858,0.25,0.6071428571428571,0.2857142857142857,0.35714285714285715,0.21428571428571427,0.42857142857142855,10,5,RCB
2009,KKR,RR,KKR,bowl,"Kingsmead, Durban",12:30 PM,Brian Jerling,Simon Taufel,Sanjay Hazare,Dev Govindjee,"['Sourav Sarkar', 'Ashok Dinda', 'Ajit Agarkar', 'Laxmi Shukla', 'David Hussey', 'Yashpal Singh', 'Brad Hodge', 'Charl Langeveldt', 'Shoaib Shaikh', 'Sourav Ganguly', 'Brendon McCullum']","['Shane Warne', 'Tyron Henderson', 'Amit Singh', 'Munaf Patel', 'Ravindra Jadeja', 'Yusuf Pathan', 'Johan Botha', 'Niraj Patel', 'Swapnil Asnodkar', 'Rob Quiney', 'Naman Ojha']",0.3333333333333333,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.6666666666666666,0.4,0.3,0.26666666666666666,0.43333333333333335,5,0,KKR
2009,CSK,KXIP,CSK,bat,"Kingsmead, Durban",4:30 PM,Brian Jerling,Simon Taufel,Sanjay Hazare,Dev Govindjee,"['Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Thilan Thushara', 'Jacob Oram', 'Ravichandran Ashwin', 'Manpreet Gony', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Parthiv Patel', 'George Bailey']","['Piyush Chawla', 'Yuvraj Singh', 'Simon Katich', 'Ramesh Powar', 'Brett Lee', 'Irfan Pathan', 'Wilkin Mota', 'Kumar Sangakkara', 'Luke Pomersbach', 'Sunny Sohal', 'S Sreesanth']",0.5666666666666667,0.23333333333333334,0.36666666666666664,0.3333333333333333,0.26666666666666666,0.6,0.3,0.3333333333333333,0.26666666666666666,0.36666666666666664,0,10,CSK
2009,DC,MI,DC,bowl,"SuperSport Park, Centurion",12:30 PM,Ian Howell,Sundaram Ravi,Shavir Tarapore,Srinivas Venkataraghavan,"['Pradeep Sangwan', 'Aavishkar Salvi', 'Rajat Bhatia', 'Virender Sehwag', 'David Warner', 'Dirk Nannes', 'Amit Mishra', 'Dinesh Karthik', 'AB de Villiers', 'Tillakaratne Dilshan', 'Gautam Gambhir']","['Rahil Shaikh', 'Lasith Malinga', 'Pinal Shah', 'Ajinkya Rahane', 'Dhawal Kulkarni', 'Harbhajan Singh', 'Abhishek Nayar', 'Mohammad Ashraful', 'Jean-Paul Duminy', 'Sachin Tendulkar', 'Sanath Jayasuriya']",0.5862068965517241,0.27586206896551724,0.3448275862068966,0.20689655172413793,0.41379310344827586,0.4642857142857143,0.2857142857142857,0.21428571428571427,0.25,0.25,0,0,DC
2009,RCB,DCG,RCB,bat,"SuperSport Park, Centurion",4:30 PM,Ian Howell,Sundaram Ravi,Shavir Tarapore,Srinivas Venkataraghavan,"['Anil Kumble', 'Balachandra Akhil', 'Praveen Kumar', 'Mark Boucher', 'Robin Uthappa', 'Virat Kohli', 'Ross Taylor', 'Rahul Dravid', 'Roelof van der Merwe', 'Manish Pandey', 'Jacques Kallis']","['RP Singh', 'Azhar Bilakhia', 'Venugopal Rao', 'Rohit Sharma', 'Herschelle Gibbs', 'Adam Gilchrist', 'Jaskaran Singh', 'Ryan Harris', 'Andrew Symonds', 'Tirumalsetti Suman', 'Pragyan Ojha']",0.41379310344827586,0.1724137931034483,0.27586206896551724,0.1724137931034483,0.27586206896551724,0.3448275862068966,0.3103448275862069,0.06896551724137931,0.1724137931034483,0.20689655172413793,10,0,RCB
2009,DC,DCG,DCG,bowl,"SuperSport Park, Centurion",4:30 PM,Billy Doctrove,Daryl Harper,Rudi Koertzen,Srinivas Venkataraghavan,"['Ashish Nehra', 'Dirk Nannes', 'Pradeep Sangwan', 'Rajat Bhatia', 'Amit Mishra', 'Dinesh Karthik', 'AB de Villiers', 'Tillakaratne Dilshan', 'Virender Sehwag', 'David Warner', 'Gautam Gambhir']","['Venugopal Rao', 'Rohit Sharma', 'Tirumalsetti Suman', 'Azhar Bilakhia', 'Herschelle Gibbs', 'RP Singh', 'Harmeet Singh', 'Pragyan Ojha', 'Ryan Harris', 'Andrew Symonds', 'Adam Gilchrist']",0.6,0.3,0.3333333333333333,0.2,0.43333333333333335,0.3333333333333333,0.3,0.06666666666666667,0.16666666666666666,0.2,5,0,DCG
2009,RCB,CSK,RCB,bowl,"The Wanderers Stadium, Johannesburg",4:30 PM,Rudi Koertzen,Simon Taufel,Ian Howell,Javagal Srinath,"['Anil Kumble', 'Vinay Kumar', 'Mark Boucher', 'Robin Uthappa', 'Rahul Dravid', 'Jacques Kallis', 'Praveen Kumar', 'Ross Taylor', 'Virat Kohli', 'Roelof van der Merwe', 'Manish Pandey']","['Manpreet Gony', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Shadab Jakati', 'S Badrinath', 'Jacob Oram', 'Albie Morkel', 'Suresh Raina', 'MS Dhoni', 'Matthew Hayden', 'Parthiv Patel']",0.43333333333333335,0.2,0.26666666666666666,0.2,0.26666666666666666,0.5806451612903226,0.25806451612903225,0.3548387096774194,0.3548387096774194,0.25806451612903225,10,5,RCB
2009,RCB,DCG,RCB,bowl,"The Wanderers Stadium, Johannesburg",4:30 PM,Rudi Koertzen,Simon Taufel,Daryl Harper,Javagal Srinath,"['Anil Kumble', 'Praveen Kumar', 'Virat Kohli', 'Roelof van der Merwe', 'Vinay Kumar', 'Robin Uthappa', 'Mark Boucher', 'Ross Taylor', 'Rahul Dravid', 'Manish Pandey', 'Jacques Kallis']","['RP Singh', 'Harmeet Singh', 'Ryan Harris', 'Azhar Bilakhia', 'Rohit Sharma', 'Pragyan Ojha', 'Venugopal Rao', 'Andrew Symonds', 'Tirumalsetti Suman', 'Herschelle Gibbs', 'Adam Gilchrist']",0.45161290322580644,0.22580645161290322,0.25806451612903225,0.1935483870967742,0.2903225806451613,0.3548387096774194,0.3225806451612903,0.06451612903225806,0.16129032258064516,0.22580645161290322,10,5,DCG
2010,DCG,KKR,DCG,bowl,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Tirumalsetti Suman', 'VVS Laxman', 'Herschelle Gibbs', 'Andrew Symonds', 'Pragyan Ojha', 'RP Singh', 'Jaskaran Singh', 'Chaminda Vaas', 'Anirudh Singh', 'Rohit Sharma', 'Adam Gilchrist']","['Wriddhiman Saha', 'Sourav Ganguly', 'Cheteshwar Pujara', 'Owais Shah', 'Angelo Mathews', 'Ishant Sharma', 'Charl Langeveldt', 'Murali Kartik', 'Laxmi Shukla', 'Brad Hodge', 'Manoj Tiwary']",0.375,0.3125,0.09375,0.1875,0.21875,0.35714285714285715,0.21428571428571427,0.17857142857142858,0.17857142857142858,0.21428571428571427,10,10,KKR
2010,MI,RR,MI,bat,"Brabourne Stadium, Mumbai",3:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Lasith Malinga', 'Ali Murtaza', 'Sachin Tendulkar', 'Sanath Jayasuriya', 'Zaheer Khan', 'Ryan McLaren', 'Harbhajan Singh', 'Rajagopal Sathish', 'Ambati Rayudu', 'Saurabh Tiwary', 'Aditya Tare']","['Shaun Tait', 'Kamran Khan', 'Swapnil Asnodkar', 'Naman Ojha', 'Abhishek Jhunjhunwala', 'Yusuf Pathan', 'Paras Dogra', 'Shane Warne', 'Amit Uniyal', 'Dimitri Mascarenhas', 'Graeme Smith']",0.4482758620689655,0.27586206896551724,0.20689655172413793,0.2413793103448276,0.2413793103448276,0.6451612903225806,0.3870967741935484,0.2903225806451613,0.25806451612903225,0.41935483870967744,0,0,MI
2010,KXIP,DC,DC,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Billy Doctrove,Sundaram Ravi,Shavir Tarapore,Srinivas Venkataraghavan,"['Yusuf Abdulla', 'Ramesh Powar', 'S Sreesanth', 'Piyush Chawla', 'Mohammad Kaif', 'Irfan Pathan', 'Mahela Jayawardene', 'Yuvraj Singh', 'Kumar Sangakkara', 'Manvinder Bisla', 'Ravi Bopara']","['Dirk Nannes', 'Yo Mahesh', 'Pradeep Sangwan', 'Farveez Maharoof', 'Dinesh Karthik', 'AB de Villiers', 'Virender Sehwag', 'Gautam Gambhir', 'Amit Mishra', 'Mithun Manhas', 'Tillakaratne Dilshan']",0.5806451612903226,0.2903225806451613,0.3225806451612903,0.25806451612903225,0.3548387096774194,0.5806451612903226,0.2903225806451613,0.3225806451612903,0.1935483870967742,0.41935483870967744,0,0,DC
2010,KKR,RCB,KKR,bowl,"Eden Gardens, Kolkata",4:00 PM,Kumar Dharmasena,Amiesh Saheba,Marais Erasmus,Yashpal Sharma,"['Murali Kartik', 'Wriddhiman Saha', 'Owais Shah', 'Ishant Sharma', 'Charl Langeveldt', 'Angelo Mathews', 'Rohan Gavaskar', 'Cheteshwar Pujara', 'Sourav Ganguly', 'Manoj Tiwary', 'Brad Hodge']","['Dale Steyn', 'Anil Kumble', 'Praveen Kumar', 'Roelof van der Merwe', 'Robin Uthappa', 'Rahul Dravid', 'Eoin Morgan', 'Virat Kohli', 'Manish Pandey', 'Shreevats Goswami', 'Jacques Kallis']",0.3793103448275862,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.4375,0.21875,0.25,0.1875,0.28125,10,0,KKR
2010,CSK,DCG,DCG,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Krishna Hariharan,Daryl Harper,Subrat Das,Dev Govindjee,"['Sudeep Tyagi', 'Muttiah Muralitharan', 'MS Dhoni', 'Justin Kemp', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay', 'Lakshmipathy Balaji', 'Ravichandran Ashwin', 'Albie Morkel']","['RP Singh', 'Chaminda Vaas', 'Anirudh Singh', 'Pragyan Ojha', 'Jaskaran Singh', 'Tirumalsetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'VVS Laxman', 'Adam Gilchrist']",0.5625,0.25,0.34375,0.34375,0.25,0.36363636363636365,0.30303030303030304,0.09090909090909091,0.18181818181818182,0.21212121212121213,0,0,DCG
2010,RR,DC,DC,bowl,"Sardar Patel Stadium, Ahmedabad",8:00 PM,Brian Jerling,Rudi Koertzen,Russell Tiffin,Andy Pycroft,"['Munaf Patel', 'Shaun Tait', 'Dimitri Mascarenhas', 'Shane Warne', 'Amit Uniyal', 'Paras Dogra', 'Abhishek Jhunjhunwala', 'Yusuf Pathan', 'Naman Ojha', 'Graeme Smith', 'Swapnil Asnodkar']","['Dirk Nannes', 'Pradeep Sangwan', 'Sarabjit Ladda', 'Farveez Maharoof', 'Tillakaratne Dilshan', 'Virender Sehwag', 'Gautam Gambhir', 'Amit Mishra', 'Mithun Manhas', 'Dinesh Karthik', 'AB de Villiers']",0.625,0.375,0.28125,0.25,0.40625,0.59375,0.3125,0.3125,0.1875,0.4375,0,5,DC
2010,RCB,KXIP,KXIP,bat,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Subrat Das,Daryl Harper,Krishna Hariharan,Dev Govindjee,"['Vinay Kumar', 'Anil Kumble', 'Mark Boucher', 'Dale Steyn', 'Praveen Kumar', 'Eoin Morgan', 'Rahul Dravid', 'Virat Kohli', 'Robin Uthappa', 'Jacques Kallis', 'Manish Pandey']","['Yusuf Abdulla', 'Piyush Chawla', 'Mohammad Kaif', 'Irfan Pathan', 'S Sreesanth', 'Bipul Sharma', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Yuvraj Singh', 'Manvinder Bisla', 'Ravi Bopara']",0.42424242424242425,0.21212121212121213,0.24242424242424243,0.18181818181818182,0.2727272727272727,0.5625,0.28125,0.3125,0.25,0.34375,0,0,RCB
2010,KKR,CSK,CSK,bat,"Eden Gardens, Kolkata",8:00 PM,Kumar Dharmasena,Amiesh Saheba,Marais Erasmus,Yashpal Sharma,"['Murali Kartik', 'Shane Bond', 'Rohan Gavaskar', 'Laxmi Shukla', 'Wriddhiman Saha', 'Sourav Ganguly', 'Brad Hodge', 'Ishant Sharma', 'Angelo Mathews', 'Owais Shah', 'Manoj Tiwary']","['Lakshmipathy Balaji', 'Manpreet Gony', 'Muttiah Muralitharan', 'Ravichandran Ashwin', 'Albie Morkel', 'Justin Kemp', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']",0.4,0.23333333333333334,0.2,0.2,0.23333333333333334,0.5454545454545454,0.24242424242424243,0.3333333333333333,0.3333333333333333,0.24242424242424243,10,0,CSK
2010,DC,MI,DC,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Srinivas Venkataraghavan,"['Dirk Nannes', 'Sarabjit Ladda', 'Pradeep Sangwan', 'Amit Mishra', 'Mithun Manhas', 'Dinesh Karthik', 'Farveez Maharoof', 'AB de Villiers', 'Virender Sehwag', 'Gautam Gambhir', 'Tillakaratne Dilshan']","['Zaheer Khan', 'Harbhajan Singh', 'Rajagopal Sathish', 'Lasith Malinga', 'Dwayne Bravo', 'Kieron Pollard', 'Ambati Rayudu', 'Saurabh Tiwary', 'Aditya Tare', 'Sachin Tendulkar', 'Sanath Jayasuriya']",0.6060606060606061,0.3333333333333333,0.30303030303030304,0.18181818181818182,0.45454545454545453,0.4666666666666667,0.3,0.2,0.26666666666666666,0.23333333333333334,10,5,MI
2010,RCB,RR,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Krishna Hariharan,Daryl Harper,Subrat Das,Dev Govindjee,"['Dale Steyn', 'Anil Kumble', 'Eoin Morgan', 'Vinay Kumar', 'Praveen Kumar', 'Mark Boucher', 'Rahul Dravid', 'Virat Kohli', 'Robin Uthappa', 'Jacques Kallis', 'Manish Pandey']","['Siddharth Trivedi', 'Shane Warne', 'Sumit Narwal', 'Yusuf Pathan', 'Abhishek Jhunjhunwala', 'Munaf Patel', 'Morne Morkel', 'Paras Dogra', 'Damien Martyn', 'Michael Lumb', 'Naman Ojha']",0.4411764705882353,0.20588235294117646,0.2647058823529412,0.17647058823529413,0.29411764705882354,0.6060606060606061,0.36363636363636365,0.2727272727272727,0.24242424242424243,0.3939393939393939,5,0,RCB
2010,DC,CSK,DC,bat,"Arun Jaitley Stadium, Delhi",4:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Srinivas Venkataraghavan,"['Dirk Nannes', 'Pradeep Sangwan', 'Amit Mishra', 'Rajat Bhatia', 'Mithun Manhas', 'AB de Villiers', 'Umesh Yadav', 'Dinesh Karthik', 'Tillakaratne Dilshan', 'Virender Sehwag', 'David Warner']","['Lakshmipathy Balaji', 'Ravichandran Ashwin', 'Murali Vijay', 'S Badrinath', 'Matthew Hayden', 'Joginder Sharma', 'Muttiah Muralitharan', 'Justin Kemp', 'Albie Morkel', 'Suresh Raina', 'Parthiv Patel']",0.5882352941176471,0.3235294117647059,0.29411764705882354,0.17647058823529413,0.4411764705882353,0.5588235294117647,0.2647058823529412,0.3235294117647059,0.35294117647058826,0.23529411764705882,0,5,CSK
2010,DCG,KXIP,KXIP,bowl,"Barabati Stadium, Cuttack",8:00 PM,Billy Bowden,Marais Erasmus,Amiesh Saheba,Gundappa Viswanath,"['Pragyan Ojha', 'Anirudh Singh', 'RP Singh', 'Jaskaran Singh', 'Chaminda Vaas', 'Tirumalsetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'VVS Laxman', 'Adam Gilchrist']","['Shalabh Srivastava', 'S Sreesanth', 'Bipul Sharma', 'Piyush Chawla', 'Irfan Pathan', 'Adrian Barath', 'Kumar Sangakkara', 'Manvinder Bisla', 'Ravi Bopara', 'Mahela Jayawardene', 'Yuvraj Singh']",0.38235294117647056,0.3235294117647059,0.08823529411764706,0.20588235294117646,0.20588235294117646,0.5454545454545454,0.2727272727272727,0.30303030303030304,0.24242424242424243,0.3333333333333333,5,0,DCG
2010,RR,KKR,RR,bat,"Sardar Patel Stadium, Ahmedabad",4:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Shaun Tait', 'Munaf Patel', 'Shane Warne', 'Siddharth Trivedi', 'Paras Dogra', 'Adam Voges', 'Yusuf Pathan', 'Abhishek Jhunjhunwala', 'Faiz Fazal', 'Naman Ojha', 'Michael Lumb']","['Shane Bond', 'Ashok Dinda', 'Murali Kartik', 'Sourav Ganguly', 'Cheteshwar Pujara', 'Ishant Sharma', 'Wriddhiman Saha', 'Angelo Mathews', 'Owais Shah', 'Brad Hodge', 'Manoj Tiwary']",0.5882352941176471,0.35294117647058826,0.2647058823529412,0.23529411764705882,0.38235294117647056,0.3870967741935484,0.22580645161290322,0.1935483870967742,0.1935483870967742,0.22580645161290322,0,0,RR
2010,MI,RCB,MI,bat,"Brabourne Stadium, Mumbai",8:00 PM,Kumar Dharmasena,Sanjay Hazare,Shavir Tarapore,Yashpal Sharma,"['Lasith Malinga', 'Zaheer Khan', 'Harbhajan Singh', 'Rajagopal Sathish', 'Kieron Pollard', 'Dwayne Bravo', 'Ambati Rayudu', 'Saurabh Tiwary', 'Aditya Tare', 'Sachin Tendulkar', 'Sanath Jayasuriya']","['Vinay Kumar', 'Dale Steyn', 'Praveen Kumar', 'Rahul Dravid', 'Eoin Morgan', 'Virat Kohli', 'Robin Uthappa', 'Anil Kumble', 'Mark Boucher', 'Jacques Kallis', 'Manish Pandey']",0.4838709677419355,0.2903225806451613,0.22580645161290322,0.2903225806451613,0.22580645161290322,0.45714285714285713,0.22857142857142856,0.2571428571428571,0.17142857142857143,0.3142857142857143,10,10,RCB
2010,DCG,DC,DCG,bat,"Barabati Stadium, Cuttack",4:00 PM,Billy Bowden,Marais Erasmus,Amiesh Saheba,Gundappa Viswanath,"['Pragyan Ojha', 'Venugopal Rao', 'RP Singh', 'Rahul Sharma', 'Chaminda Vaas', 'Tirumalsetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'Adam Gilchrist', 'Mohnish Mishra']","['Sarabjit Ladda', 'Umesh Yadav', 'Amit Mishra', 'Yogesh Nagar', 'Moises Henriques', 'Virender Sehwag', 'David Warner', 'Dirk Nannes', 'Mithun Manhas', 'Dinesh Karthik', 'AB de Villiers']",0.4,0.3142857142857143,0.11428571428571428,0.22857142857142856,0.2,0.5714285714285714,0.3142857142857143,0.2857142857142857,0.17142857142857143,0.42857142857142855,10,0,DCG
2010,CSK,KXIP,CSK,bowl,"MA Chidambaram Stadium, Chennai",8:00 PM,Krishna Hariharan,Daryl Harper,Subrat Das,Srinivas Venkataraghavan,"['Justin Kemp', 'Ravichandran Ashwin', 'Manpreet Gony', 'Suresh Raina', 'Matthew Hayden', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Albie Morkel', 'S Badrinath', 'Murali Vijay', 'Parthiv Patel']","['Manvinder Bisla', 'Mohammad Kaif', 'Mahela Jayawardene', 'Shalabh Srivastava', 'Ramesh Powar', 'Rusty Theron', 'Piyush Chawla', 'Yuvraj Singh', 'Kumar Sangakkara', 'Irfan Pathan', 'Ravi Bopara']",0.5714285714285714,0.2571428571428571,0.34285714285714286,0.34285714285714286,0.2571428571428571,0.5294117647058824,0.2647058823529412,0.29411764705882354,0.23529411764705882,0.3235294117647059,10,0,KXIP
2010,MI,KKR,KKR,bat,"Brabourne Stadium, Mumbai",8:00 PM,Sanjay Hazare,Simon Taufel,Kumar Dharmasena,Yashpal Sharma,"['Zaheer Khan', 'Aditya Tare', 'Kieron Pollard', 'Sachin Tendulkar', 'Shikhar Dhawan', 'Lasith Malinga', 'Harbhajan Singh', 'Ryan McLaren', 'Dwayne Bravo', 'Rajagopal Sathish', 'Saurabh Tiwary']","['Murali Kartik', 'Mandeep Singh', 'Cheteshwar Pujara', 'Ishant Sharma', 'Shane Bond', 'Harpreet Singh', 'Wriddhiman Saha', 'Angelo Mathews', 'Owais Shah', 'Sourav Ganguly', 'Chris Gayle']",0.46875,0.28125,0.21875,0.28125,0.21875,0.375,0.21875,0.1875,0.1875,0.21875,0,0,MI
2010,RCB,CSK,CSK,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Vinay Kumar', 'Dale Steyn', 'Anil Kumble', 'Mark Boucher', 'Praveen Kumar', 'Eoin Morgan', 'Virat Kohli', 'Robin Uthappa', 'Rahul Dravid', 'Jacques Kallis', 'Manish Pandey']","['Sudeep Tyagi', 'Lakshmipathy Balaji', 'Albie Morkel', 'S Badrinath', 'Murali Vijay', 'George Bailey', 'Parthiv Patel', 'Muttiah Muralitharan', 'Ravichandran Ashwin', 'Suresh Raina', 'Matthew Hayden']",0.4722222222222222,0.2222222222222222,0.2777777777777778,0.16666666666666666,0.3333333333333333,0.5555555555555556,0.25,0.3333333333333333,0.3333333333333333,0.25,10,0,RCB
