,Unnamed: 0,Year,Team1,Team2,Toss_won,Decision,Venue,Time,Ump1,Ump2,Ump3,Ref,Squad1,Squad2,Team_1_A,Team_1_B,Team_1_C,Team_1_D,Team_1_E,Team1_F,Team1_G,Team1_H,Team1_I,Team1_J,Team1_K,Team_2_A,Team_2_B,Team_2_C,Team_2_D,Team_2_E,Team2_F,Team2_G,Team2_H,Team2_I,Team2_J,Team2_K,Form1,Form2,Winner,Team_1_Balance,Team_2_Balance,Home
176,176,2011,DCG,RR,0,1,"Rajiv Gandhi International Stadium, Hyderabad",4:00 PM,Rudi Koertzen,Shavir Tarapore,Sanjay Hazare,Andy Pycroft,"['Shikhar Dhawan', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Bharath Chipli', 'Daniel Christian', 'Dwaraka Ravi Teja', 'Ishank Jaggi', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma', 'Pragyan Ojha']","['Abhishek Raut', 'Amit Paunikar', 'Ashok Menaria', 'Ross Taylor', 'Rahul Dravid', 'Stuart Binny', 'Amit Singh', 'Jacob Oram', 'Johan Botha', 'Shane Warne', 'Siddharth Trivedi']",0.4166666666666667,0.3125,0.125,0.22916666666666666,0.2083333333333333,3.1534551785534224,3.244711346544986,6.039922781148701,-0.5442226378560449,2.0384417879592682,-2.4094548920050647,0.5777777777777777,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.3333333333333333,5.8712759171629365,4.620806775871529,1.2101370178177513,-5.06730424278607,5.7824491036004675,-4.862605967200691,0,0,0,0.9654545521978378,0.9077465008400952,1.0
177,177,2011,KTK,RCB,1,0,"Nehru Stadium, Kochi",8:00 PM,Kumar Dharmasena,Krishna Hariharan,Tony Hill,Raju Mukherjee,"['Mahela Jayawardene', 'Parthiv Patel', 'VVS Laxman', 'Brendon McCullum', 'Brad Hodge', 'Ravindra Jadeja', 'Raiphi Gomez', 'Muttiah Muralitharan', 'Vinay Kumar', 'RP Singh', 'S Sreesanth']","['Mayank Agarwal', 'Tillakaratne Dilshan', 'Cheteshwar Pujara', 'AB de Villiers', 'Virat Kohli', 'Saurabh Tiwary', 'Asad Pathan', 'Zaheer Khan', 'Daniel Vettori', 'Dirk Nannes', 'Abhimanyu Mithun']",0.5,0.5,0.5,0.5,0.5,2.6811077934953698,2.6256737359536366,0.6450899595545005,-0.26267171634107433,0.6439125714741254,-2.4677334248844423,0.4583333333333333,0.1875,0.2916666666666667,0.14583333333333334,0.3333333333333333,5.538199659483039,5.1254286694535,3.7093074593893367,1.5375814134261108,-2.182834123173272,1.2020896126639309,0,5,0,1.0,0.9069606178873836,1.0
178,178,2011,DC,MI,1,0,"Arun Jaitley Stadium, Delhi",4:00 PM,Amiesh Saheba,Russell Tiffin,Suresh Shastri,Srinivas Venkataraghavan,"['Virender Sehwag', 'David Warner', 'Aaron Finch', 'Unmukt Chand', 'Naman Ojha', 'Venugopal Rao', 'Irfan Pathan', 'Roelof van der Merwe', 'Morne Morkel', 'Umesh Yadav', 'Ashok Dinda']","['Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Kieron Pollard', 'Rajagopal Sathish', 'Davy Jacobs', 'James Franklin', 'Harbhajan Singh', 'Ali Murtaza', 'Lasith Malinga', 'Munaf Patel']",0.5555555555555556,0.3111111111111111,0.26666666666666666,0.2222222222222222,0.3555555555555556,2.4608855553722395,2.8373253166054946,4.663154118332688,-1.2700434431279752,-2.5420898109112926,-1.6381404335567402,0.5333333333333333,0.3111111111111111,0.24444444444444444,0.3333333333333333,0.2222222222222222,3.152037145725461,3.7884507238309504,7.1641443313589335,1.5876308557141967,-0.11888935131486775,-0.4281375761498618,0,0,0,0.8948393168143698,0.9607894391523232,1.0
179,179,2011,PWI,KXIP,0,0,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Billy Doctrove,Paul Reiffel,Sudhir Asnani,Javagal Srinath,"['Graeme Smith', 'Jesse Ryder', 'Robin Uthappa', 'Yuvraj Singh', 'Mithun Manhas', 'Mohnish Mishra', 'Rahul Sharma', 'Murali Kartik', 'Shrikant Wagh', 'Wayne Parnell', 'Alfonso Thomas']","['Adam Gilchrist', 'Shaun Marsh', 'Dinesh Karthik', 'Sunny Singh', 'Abhishek Nayar', 'Paul Valthaty', 'Ryan McLaren', 'Praveen Kumar', 'Piyush Chawla', 'Nathan Rimmington', 'Bhargav Bhatt']",0.5,0.5,0.5,0.5,0.5,1.2122152956731815,2.248546961759065,2.6327187808149235,0.16517542878457894,0.7728203688335731,-1.8319996318889749,0.4888888888888889,0.2,0.3111111111111111,0.2,0.3111111111111111,3.9428876136097166,4.612627118180852,2.5411300694817216,-1.04780964383585,4.51344011306549,-3.152586009532245,10,0,1,1.0,0.9199308359102985,2.0
180,180,2011,KKR,DCG,1,0,"Eden Gardens, Kolkata",8:00 PM,Rudi Koertzen,Shavir Tarapore,Sundaram Ravi,Dev Govindjee,"['Jacques Kallis', 'Manvinder Bisla', 'Gautam Gambhir', 'Manoj Tiwary', 'Ryan ten Doeschate', 'Eoin Morgan', 'Yusuf Pathan', 'Iqbal Abdulla', 'Jaydev Unadkat', 'Rajat Bhatia', 'Lakshmipathy Balaji']","['Shikhar Dhawan', 'Ishank Jaggi', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Bharath Chipli', 'Daniel Christian', 'Dwaraka Ravi Teja', 'Dale Steyn', 'Amit Mishra', 'Ishant Sharma', 'Pragyan Ojha']",0.3953488372093023,0.2325581395348837,0.18604651162790686,0.20930232558139536,0.20930232558139536,2.4252392963219838,2.3463947213234184,6.290995675941392,-0.04170910246237936,3.3545160919138968,-0.11418263797254374,0.4081632653061225,0.30612244897959184,0.12244897959183673,0.22448979591836726,0.20408163265306128,3.1534551785534224,3.244711346544986,6.039922781148701,-0.5442226378560449,2.0384417879592682,-2.4094548920050647,0,0,1,0.9659788837419608,0.9668267679648092,1.0
181,181,2011,RR,DC,0,0,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Aleem Dar,Russell Tiffin,Sanjay Hazare,Andy Pycroft,"['Amit Paunikar', 'Rahul Dravid', 'Johan Botha', 'Ross Taylor', 'Ajinkya Rahane', 'Abhishek Raut', 'Ashok Menaria', 'Amit Singh', 'Shane Warne', 'Siddharth Trivedi', 'Shaun Tait']","['Virender Sehwag', 'David Warner', 'Unmukt Chand', 'Aaron Finch', 'Naman Ojha', 'Venugopal Rao', 'Irfan Pathan', 'Roelof van der Merwe', 'Morne Morkel', 'Ashok Dinda', 'Shahbaz Nadeem']",0.5869565217391305,0.3478260869565217,0.2608695652173913,0.2608695652173913,0.3478260869565217,4.759052993096876,3.6076392181633294,1.042419401089932,-4.231557624154168,6.636549978452558,-5.063753420083335,0.5434782608695652,0.3043478260869565,0.2608695652173913,0.21739130434782608,0.3478260869565217,3.6615109213410086,3.4878643387007155,5.370208174656651,-1.7704988978522258,-1.873422531749296,-1.769562959985036,5,0,1,0.8991254563788879,0.8991254563788879,1.0
182,182,2011,RCB,MI,0,1,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Kumar Dharmasena,Tony Hill,Krishna Hariharan,Raju Mukherjee,"['Mayank Agarwal', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Asad Pathan', 'Abhimanyu Mithun', 'Daniel Vettori', 'Zaheer Khan', 'Dirk Nannes']","['Sachin Tendulkar', 'Davy Jacobs', 'Ambati Rayudu', 'Rohit Sharma', 'Rajagopal Sathish', 'Kieron Pollard', 'James Franklin', 'Harbhajan Singh', 'Lasith Malinga', 'Ali Murtaza', 'Munaf Patel']",0.4693877551020408,0.1836734693877551,0.30612244897959184,0.14285714285714285,0.3469387755102041,5.538199659483039,5.125428669453499,3.7093074593893367,1.5375814134261108,-2.182834123173272,1.2020896126639309,0.5434782608695652,0.3043478260869565,0.2608695652173913,0.32608695652173914,0.2391304347826087,3.1520371457254623,3.7884507238309486,7.1641443313589335,1.5876308557141967,-0.11888935131486787,-0.4281375761498618,10,5,0,0.8988651635086975,0.95384034078631,1.0
183,183,2011,KXIP,CSK,1,1,"Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM,Asad Rauf,Suresh Shastri,Amiesh Saheba,Srinivas Venkataraghavan,"['Adam Gilchrist', 'Shaun Marsh', 'Paul Valthaty', 'Dinesh Karthik', 'Abhishek Nayar', 'Sunny Singh', 'Ryan McLaren', 'Piyush Chawla', 'Praveen Kumar', 'Bhargav Bhatt', 'Ryan Harris']","['Murali Vijay', 'Srikkanth Anirudha', 'Suresh Raina', 'MS Dhoni', 'S Badrinath', 'Scott Styris', 'Albie Morkel', 'Ravichandran Ashwin', 'Suraj Randiv', 'Tim Southee', 'Shadab Jakati']",0.4782608695652174,0.1956521739130435,0.3043478260869565,0.1956521739130435,0.3043478260869565,3.910096317910311,5.048168277931369,2.3007574466568568,-1.0851357690079655,4.108295325537265,-4.069463712084293,0.5714285714285714,0.30612244897959184,0.2857142857142857,0.3469387755102041,0.24489795918367346,3.9781254497073664,4.641396397050936,7.726697009193447,-2.2930140412135267,5.18365902856068,-3.9301756977837385,0,10,1,0.9232385059702618,0.9508531274576516,1.0
184,184,2011,PWI,KTK,0,0,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Sudhir Asnani,Paul Reiffel,Billy Doctrove,Javagal Srinath,"['Graeme Smith', 'Jesse Ryder', 'Mithun Manhas', 'Robin Uthappa', 'Yuvraj Singh', 'Mohnish Mishra', 'Rahul Sharma', 'Wayne Parnell', 'Murali Kartik', 'Shrikant Wagh', 'Alfonso Thomas']","['Brendon McCullum', 'VVS Laxman', 'Mahela Jayawardene', 'Brad Hodge', 'Ravindra Jadeja', 'Raiphi Gomez', 'Parthiv Patel', 'RP Singh', 'Muttiah Muralitharan', 'Vinay Kumar', 'S Sreesanth']",0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.2122152956731822,2.248546961759065,2.6327187808149235,0.16517542878457853,0.7728203688335731,-1.8319996318889749,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.6811077934953698,2.6256737359536366,0.6450899595545005,-0.2626717163410741,0.6439125714741251,-2.4677334248844423,10,0,1,0.8948393168143698,1.0,2.0
185,185,2011,DCG,RCB,0,1,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Rudi Koertzen,Sundaram Ravi,Shavir Tarapore,Dev Govindjee,"['Shikhar Dhawan', 'Sunny Sohal', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Dwaraka Ravi Teja', 'Daniel Christian', 'Bharath Chipli', 'Dale Steyn', 'Amit Mishra', 'Ishant Sharma', 'Manpreet Gony']","['Mayank Agarwal', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Daniel Vettori', 'Zaheer Khan', 'Johan van der Wath', 'Sreenath Aravind', 'Ryan Ninan']",0.4,0.3,0.12,0.22,0.2,-0.3746716561340176,-1.1193738226559278,2.128358030646564,0.2396736962783129,3.723601233045088,-1.3663835921415346,0.46,0.18,0.3,0.14,0.34,4.144983496435227,4.504093347789917,3.253073368428121,-0.4587904968165599,-0.13922506679016008,0.02433172723079513,0,0,1,0.9681192569165628,0.902668412080942,1.0
186,186,2011,RR,KKR,0,1,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Aleem Dar,Sanjay Hazare,Russell Tiffin,Andy Pycroft,"['Shane Watson', 'Amit Paunikar', 'Rahul Dravid', 'Johan Botha', 'Ross Taylor', 'Ashok Menaria', 'Abhishek Raut', 'Amit Singh', 'Shane Warne', 'Siddharth Trivedi', 'Nayan Doshi']","['Manvinder Bisla', 'Jacques Kallis', 'Gautam Gambhir', 'Manoj Tiwary', 'Eoin Morgan', 'Yusuf Pathan', 'Shakib Al Hasan', 'Brett Lee', 'Rajat Bhatia', 'Lakshmipathy Balaji', 'Iqbal Abdulla']",0.5957446808510638,0.3404255319148936,0.2765957446808511,0.2553191489361702,0.3617021276595745,5.46613172949359,3.465910079343152,1.495011182437527,-4.473226431752691,6.652317461578388,-4.8201864382719615,0.4090909090909091,0.25,0.18181818181818185,0.2272727272727273,0.20454545454545456,3.5930733665913483,4.490828483126992,6.797696298536295,5.8055255698697525,1.866621746526474,6.360845358873737,10,5,0,0.890573588147982,0.9674825879029632,1.0
187,187,2011,MI,KTK,0,1,"Wankhede Stadium, Mumbai",8:00 PM,Billy Doctrove,Paul Reiffel,Sudhir Asnani,Javagal Srinath,"['Davy Jacobs', 'Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Andrew Symonds', 'Kieron Pollard', 'Rajagopal Sathish', 'Harbhajan Singh', 'Lasith Malinga', 'Ali Murtaza', 'Munaf Patel']","['Brendon McCullum', 'Kedar Jadhav', 'Mahela Jayawardene', 'Brad Hodge', 'Parthiv Patel', 'Ravindra Jadeja', 'Raiphi Gomez', 'Ramesh Powar', 'RP Singh', 'Vinay Kumar', 'Thisara Perera']",0.5531914893617021,0.3191489361702128,0.2553191489361702,0.3191489361702128,0.2553191489361702,3.7612131167238365,4.547775698878079,9.406511816077254,2.249917394337316,0.16805340260442936,-0.869333899352043,0.25,0.25,0.25,0.25,0.25,0.3393023180513044,0.8334789621601051,0.19693624463072568,-0.5931698807841689,0.7187727947963657,-1.3635362815588523,10,0,0,0.9466972632295396,1.0,1.0
188,188,2011,CSK,RCB,1,0,"MA Chidambaram Stadium, Chennai",4:00 PM,Kumar Dharmasena,Tony Hill,Krishna Hariharan,Raju Mukherjee,"['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Albie Morkel', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Suraj Randiv', 'Shadab Jakati', 'Tim Southee']","['Mayank Agarwal', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Asad Pathan', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Johan van der Wath', 'Daniel Vettori', 'Zaheer Khan', 'Ryan Ninan']",0.56,0.3,0.28,0.34,0.24,4.119838095542463,5.022612371160537,7.774859142250373,0.8270540236898232,3.972578873429719,-0.3004336536106381,0.4509803921568628,0.17647058823529413,0.29411764705882354,0.13725490196078433,0.3333333333333333,5.603782250881848,6.048757821757678,5.0672556878026205,0.8245859341216502,-0.5190577831099702,0.9531702999694353,0,0,1,0.952752609803211,0.9062648532098438,1.0
189,189,2011,DCG,KXIP,0,1,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Rudi Koertzen,Sundaram Ravi,Shavir Tarapore,Dev Govindjee,"['Sunny Sohal', 'Shikhar Dhawan', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Bharath Chipli', 'Dwaraka Ravi Teja', 'Daniel Christian', 'Dale Steyn', 'Manpreet Gony', 'Amit Mishra', 'Ishant Sharma']","['Paul Valthaty', 'Adam Gilchrist', 'Shaun Marsh', 'Sunny Singh', 'Dinesh Karthik', 'Ryan McLaren', 'Abhishek Nayar', 'Piyush Chawla', 'Praveen Kumar', 'Ryan Harris', 'Vikramjeet Singh Malik']",0.4117647058823529,0.29411764705882354,0.13725490196078433,0.2352941176470588,0.19607843137254904,-0.37467165613401743,-1.1193738226559278,2.1283580306465644,0.2396736962783128,3.723601233045088,-1.3663835921415346,0.4893617021276596,0.2127659574468085,0.2978723404255319,0.1914893617021277,0.3191489361702128,3.910096317910311,5.048168277931367,2.3007574466568568,-1.0851357690079655,4.108295325537265,-4.069463712084293,5,5,0,0.9693380447746444,0.9150945083826167,1.0
190,190,2011,PWI,DC,0,1,"Dr DY Patil Sports Academy, Mumbai",4:00 PM,Asad Rauf,Amiesh Saheba,Suresh Shastri,Srinivas Venkataraghavan,"['Graeme Smith', 'Jesse Ryder', 'Yuvraj Singh', 'Robin Uthappa', 'Mohnish Mishra', 'Abhishek Jhunjhunwala', 'Mithun Manhas', 'Rahul Sharma', 'Alfonso Thomas', 'Shrikant Wagh', 'Wayne Parnell']","['Virender Sehwag', 'David Warner', 'Naman Ojha', 'Venugopal Rao', 'James Hopes', 'Irfan Pathan', 'Aaron Finch', 'Umesh Yadav', 'Matthew Wade', 'Shahbaz Nadeem', 'Ashok Dinda']",0.75,0.25,0.75,0.25,0.75,1.5953110854517285,2.576080596740171,3.6910509408868286,1.862495539215544,-0.4017959448321079,0.988588525228666,0.5319148936170213,0.2978723404255319,0.2553191489361702,0.2127659574468085,0.3404255319148936,2.72110715848261,2.6434044442648945,4.667797912354372,-1.8996227725211947,-1.4247021823187105,-1.7711941672228777,10,0,0,0.7788007830714049,0.9031595580373456,2.0
191,191,2011,KKR,RR,1,1,"Eden Gardens, Kolkata",8:00 PM,Aleem Dar,Russell Tiffin,Sanjay Hazare,Andy Pycroft,"['Jacques Kallis', 'Manvinder Bisla', 'Gautam Gambhir', 'Yusuf Pathan', 'Eoin Morgan', 'Manoj Tiwary', 'Shakib Al Hasan', 'Iqbal Abdulla', 'Lakshmipathy Balaji', 'Brett Lee', 'Rajat Bhatia']","['Shane Watson', 'Amit Paunikar', 'Ajinkya Rahane', 'Ross Taylor', 'Ashok Menaria', 'Abhishek Raut', 'Shane Warne', 'Faiz Fazal', 'Shaun Tait', 'Siddharth Trivedi', 'Amit Singh']",0.4222222222222222,0.26666666666666666,0.17777777777777778,0.2222222222222222,0.2222222222222222,3.593073366591348,4.490828483126992,6.797696298536295,5.8055255698697525,1.8666217465264745,6.360845358873737,0.5833333333333334,0.3333333333333333,0.2708333333333333,0.25,0.3541666666666667,5.64668856386012,4.639659415932217,1.2129302008231773,-2.6728370926160947,3.4070786451893698,-3.8774500356306647,10,0,1,0.9607894391523232,0.8948393168143698,1.0
192,192,2011,KTK,CSK,1,1,"Nehru Stadium, Kochi",8:00 PM,Krishna Hariharan,Tony Hill,Kumar Dharmasena,Raju Mukherjee,"['Brendon McCullum', 'Mahela Jayawardene', 'Ravindra Jadeja', 'Brad Hodge', 'Parthiv Patel', 'Raiphi Gomez', 'RP Singh', 'Vinay Kumar', 'Thisara Perera', 'Ramesh Powar', 'Kedar Jadhav']","['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Srikkanth Anirudha', 'Albie Morkel', 'Ravichandran Ashwin', 'Shadab Jakati', 'Tim Southee', 'Doug Bollinger']",0.4,0.4,0.2,0.2,0.4,0.33930231805130506,0.8334789621601054,0.19693624463072573,-0.5931698807841688,0.7187727947963657,-1.3635362815588523,0.5686274509803921,0.3137254901960784,0.27450980392156865,0.35294117647058826,0.2352941176470588,4.2168061409841,5.214735045038489,7.322311630134574,0.8343699420797632,3.8319033334193553,-1.2312704815001485,5,5,1,0.9607894391523232,0.9545449263220762,1.0
193,193,2011,DC,DCG,0,0,"Arun Jaitley Stadium, Delhi",4:00 PM,Paul Reiffel,Rod Tucker,Sudhir Asnani,Javagal Srinath,"['David Warner', 'Virender Sehwag', 'Aaron Finch', 'Yogesh Nagar', 'Naman Ojha', 'Venugopal Rao', 'James Hopes', 'Irfan Pathan', 'Shahbaz Nadeem', 'Morne Morkel', 'Ashok Dinda']","['Sunny Sohal', 'Shikhar Dhawan', 'Kumar Sangakkara', 'Cameron White', 'Bharath Chipli', 'Daniel Christian', 'Dwaraka Ravi Teja', 'Dale Steyn', 'Amit Mishra', 'Pragyan Ojha', 'Harmeet Singh']",0.5416666666666666,0.3125,0.25,0.2083333333333333,0.3541666666666667,3.6615109213410086,3.134853968799645,5.294063150141595,-1.5565509014756984,-1.9414028470186864,-1.5163830591802676,0.40384615384615385,0.28846153846153844,0.1346153846153846,0.2307692307692308,0.19230769230769232,3.596152782404172,2.55399567058778,2.7474707923833166,-3.1681437384457767,5.787776340622318,-5.86298311024133,5,0,0,0.8948393168143698,0.9704886016136304,1.0
194,194,2011,MI,PWI,0,0,"Wankhede Stadium, Mumbai",4:00 PM,Asad Rauf,Amiesh Saheba,Suresh Shastri,Raju Mukherjee,"['Sachin Tendulkar', 'Ambati Rayudu', 'Abu Nechim', 'Rohit Sharma', 'James Franklin', 'Andrew Symonds', 'Kieron Pollard', 'Rajagopal Sathish', 'Lasith Malinga', 'Ali Murtaza', 'Munaf Patel']","['Jesse Ryder', 'Tim Paine', 'Mithun Manhas', 'Robin Uthappa', 'Yuvraj Singh', 'Mohnish Mishra', 'Murali Kartik', 'Rahul Sharma', 'Wayne Parnell', 'Shrikant Wagh', 'Alfonso Thomas']",0.5416666666666666,0.3125,0.25,0.3125,0.25,1.859779233539608,3.042046990107369,9.037490499521326,1.9905228332332232,-0.2565857669089048,0.031355556008397116,0.6,0.2,0.6,0.2,0.6,1.5145067614347485,2.3289507166937984,3.1242338020917817,0.16347618666590996,2.0986388515031527,-2.1010145871795327,0,0,1,0.9488378480335006,0.8521437889662113,1.0
195,195,2011,KKR,KTK,1,1,"Eden Gardens, Kolkata",8:00 PM,Aleem Dar,Russell Tiffin,Sanjay Hazare,Andy Pycroft,"['Jacques Kallis', 'Manvinder Bisla', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Shakib Al Hasan', 'Rajat Bhatia', 'Brett Lee', 'Lakshmipathy Balaji', 'Iqbal Abdulla']","['Brendon McCullum', 'Mahela Jayawardene', 'Parthiv Patel', 'Brad Hodge', 'Ravindra Jadeja', 'Raiphi Gomez', 'Ramesh Powar', 'Vinay Kumar', 'RP Singh', 'Muttiah Muralitharan', 'Kedar Jadhav']",0.43478260869565216,0.2826086956521739,0.17391304347826084,0.21739130434782608,0.2391304347826087,3.5930733665913483,4.490828483126992,6.797696298536295,5.8055255698697525,1.866621746526474,6.360845358873737,0.5,0.5,0.16666666666666666,0.16666666666666666,0.5,0.33930231805130484,1.385578841857745,0.3358235978842716,-0.11910135035156387,0.6752150246425432,-2.3318442253219223,10,10,0,0.95384034078631,0.8948393168143698,1.0
196,196,2011,KXIP,RR,0,1,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Sudhir Asnani,Paul Reiffel,Rod Tucker,Javagal Srinath,"['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'Abhishek Nayar', 'Sunny Singh', 'Ryan McLaren', 'Piyush Chawla', 'Praveen Kumar', 'Ryan Harris', 'Bhargav Bhatt']","['Shane Watson', 'Swapnil Asnodkar', 'Rahul Dravid', 'Abhishek Raut', 'Ashok Menaria', 'Ross Taylor', 'Dishant Yagnik', 'Stuart Binny', 'Shane Warne', 'Siddharth Trivedi', 'Shaun Tait']",0.5,0.22916666666666666,0.2916666666666667,0.1875,0.3333333333333333,3.910096317910311,5.048168277931369,2.3007574466568568,-1.0851357690079655,4.108295325537265,-4.069463712084293,0.5714285714285714,0.32653061224489793,0.2653061224489796,0.24489795918367346,0.3469387755102041,7.4802979310444755,6.517448677511893,1.5935390003005985,-4.497607648219066,2.676995738433956,-4.225391240486657,10,0,1,0.9069606178873836,0.8988651635086975,1.0
197,197,2011,KKR,RCB,0,1,"Eden Gardens, Kolkata",4:00 PM,Sanjay Hazare,Russell Tiffin,Aleem Dar,Andy Pycroft,"['Jacques Kallis', 'Brad Haddin', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Shakib Al Hasan', 'Jaydev Unadkat', 'Iqbal Abdulla', 'Rajat Bhatia', 'Lakshmipathy Balaji']","['Chris Gayle', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Asad Pathan', 'Daniel Vettori', 'Zaheer Khan', 'Sreenath Aravind', 'JS Mohammad']",0.425531914893617,0.2765957446808511,0.1702127659574468,0.2127659574468085,0.2340425531914893,1.4275887653131238,1.5974828716287357,5.4041674702970335,0.9841050590693808,2.266546948620537,0.5747473588137422,0.4423076923076923,0.17307692307692307,0.28846153846153844,0.1346153846153846,0.3269230769230769,7.306960519096368,7.480699579608978,6.621538554342179,1.4467674846171372,-1.4871227852257078,1.5693290756381584,0,0,0,0.955740016055742,0.9096689324025358,1.0
198,198,2011,MI,CSK,0,1,"Wankhede Stadium, Mumbai",8:00 PM,Asad Rauf,Amiesh Saheba,Suresh Shastri,Raju Mukherjee,"['Sachin Tendulkar', 'James Franklin', 'Ambati Rayudu', 'Rohit Sharma', 'Andrew Symonds', 'Kieron Pollard', 'Rajagopal Sathish', 'Harbhajan Singh', 'Abu Nechim', 'Lasith Malinga', 'Munaf Patel']","['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Srikkanth Anirudha', 'Albie Morkel', 'Ravichandran Ashwin', 'Doug Bollinger', 'Suraj Randiv', 'Joginder Sharma']",0.5510204081632653,0.30612244897959184,0.2653061224489796,0.30612244897959184,0.2653061224489796,4.961838482692606,6.288407963618599,10.370323380680237,1.9315188154770768,-0.2620650752883697,-1.256025030764268,0.5576923076923077,0.3076923076923077,0.2692307692307692,0.3461538461538461,0.2307692307692308,6.1439250688213365,7.9182518698656335,10.398473389203817,2.3015192552884702,1.5240656045915904,1.2106256475094517,5,0,1,0.9417880681856856,0.9562379256330672,1.0
199,199,2011,DC,KXIP,0,1,"Arun Jaitley Stadium, Delhi",8:00 PM,Sudhir Asnani,Rudi Koertzen,Paul Reiffel,Javagal Srinath,"['Virender Sehwag', 'David Warner', 'Naman Ojha', 'Aaron Finch', 'Venugopal Rao', 'Irfan Pathan', 'James Hopes', 'Ajit Agarkar', 'Morne Morkel', 'Yogesh Nagar', 'Varun Aaron']","['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'Shalabh Srivastava', 'David Hussey', 'Abhishek Nayar', 'Sunny Singh', 'Piyush Chawla', 'Ryan Harris', 'Praveen Kumar']",0.5306122448979592,0.30612244897959184,0.24489795918367346,0.20408163265306128,0.3469387755102041,5.218623015033497,5.756720357848367,6.07239650442001,-0.4175865529482967,-3.5801576527294285,0.06878692528554227,0.5102040816326531,0.22448979591836726,0.30612244897959184,0.20408163265306128,0.32653061224489793,2.883974893476044,4.201248666913688,1.7041164833487987,0.91210747280654,2.615159465916661,-1.4409871604274258,0,10,1,0.8988651635086975,0.9105459140717879,1.0
200,200,2011,DCG,MI,1,1,"Rajiv Gandhi International Stadium, Hyderabad",4:00 PM,Kumar Dharmasena,Tony Hill,Krishna Hariharan,Raju Mukherjee,"['Shikhar Dhawan', 'Sunny Sohal', 'Kumar Sangakkara', 'Cameron White', 'Bharath Chipli', 'Daniel Christian', 'Dwaraka Ravi Teja', 'Pragyan Ojha', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma']","['Davy Jacobs', 'Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Andrew Symonds', 'Kieron Pollard', 'Rajagopal Sathish', 'Harbhajan Singh', 'Abu Nechim', 'Lasith Malinga', 'Munaf Patel']",0.4150943396226415,0.3018867924528302,0.1320754716981132,0.2452830188679245,0.18867924528301888,2.4212124610884085,1.9527797284554842,4.490799670293648,-1.7325532703195996,4.468345870027078,-3.167013511319788,0.56,0.3,0.28,0.32,0.26,4.961838482692606,6.288407963618599,10.370323380680237,1.9315188154770768,-0.2620650752883697,-1.256025030764268,5,10,0,0.9715759018960962,0.9440274829178356,1.0
