Year,Team1,Team2,Toss_won,Decision,Venue,Time,Ump1,Ump2,Ump3,Ref,Squad1,Squad2,Team_1_A,Team_1_B,Team_1_C,Team_1_D,Team_1_E,Team1_F,Team1_G,Team1_H,Team1_I,Team1_J,Team1_K,Team_2_A,Team_2_B,Team_2_C,Team_2_D,Team_2_E,Team2_F,Team2_G,Team2_H,Team2_I,Team2_J,Team2_K,Form1,Form2,Team_1_Balance,Team_2_Balance,Winner
2010,CSK,DCG,0,0,"MA Chidambaram Stadium, Chennai",8:00 PM,Krishna Hariharan,Daryl Harper,Subrat Das,Dev Govindjee,"['Sudeep Tyagi', 'Muttiah Muralitharan', 'MS Dhoni', 'Justin Kemp', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay', 'Lakshmipathy Balaji', 'Ravichandran Ashwin', 'Albie Morkel']","['RP Singh', 'Chaminda Vaas', 'Anirudh Singh', 'Pragyan Ojha', 'Jaskaran Singh', 'Tirumalsetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'VVS Laxman', 'Adam Gilchrist']",0.5625,0.25,0.34375,0.34375,0.25,0,0,0,0,0,0,0.363636364,0.303030303,0.090909091,0.181818182,0.212121212,0,0,0,0,0,0,0,0,0.953275278,0.967482588,0
2010,RR,DC,0,1,"Sardar Patel Stadium, Ahmedabad",8:00 PM,Brian Jerling,Rudi Koertzen,Russell Tiffin,Andy Pycroft,"['Munaf Patel', 'Shaun Tait', 'Dimitri Mascarenhas', 'Shane Warne', 'Amit Uniyal', 'Paras Dogra', 'Abhishek Jhunjhunwala', 'Yusuf Pathan', 'Naman Ojha', 'Graeme Smith', 'Swapnil Asnodkar']","['Dirk Nannes', 'Pradeep Sangwan', 'Sarabjit Ladda', 'Farveez Maharoof', 'Tillakaratne Dilshan', 'Virender Sehwag', 'Gautam Gambhir', 'Amit Mishra', 'Mithun Manhas', 'Dinesh Karthik', 'AB de Villiers']",0.625,0.375,0.28125,0.25,0.40625,0,0,0,0,0,0,0.59375,0.3125,0.3125,0.1875,0.4375,0,0,0,0,0,0,0,5,0.868815056,0.847860584,0
2010,RCB,KXIP,0,0,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Subrat Das,Daryl Harper,Krishna Hariharan,Dev Govindjee,"['Vinay Kumar', 'Anil Kumble', 'Mark Boucher', 'Dale Steyn', 'Praveen Kumar', 'Eoin Morgan', 'Rahul Dravid', 'Virat Kohli', 'Robin Uthappa', 'Jacques Kallis', 'Manish Pandey']","['Yusuf Abdulla', 'Piyush Chawla', 'Mohammad Kaif', 'Irfan Pathan', 'S Sreesanth', 'Bipul Sharma', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Yuvraj Singh', 'Manvinder Bisla', 'Ravi Bopara']",0.424242424,0.212121212,0.242424242,0.181818182,0.272727273,0,0,0,0,0,0,0.5625,0.28125,0.3125,0.25,0.34375,0,0,0,0,0,0,0,0,0.942924076,0.906960618,1
2010,KKR,CSK,0,0,"Eden Gardens, Kolkata",8:00 PM,Kumar Dharmasena,Amiesh Saheba,Marais Erasmus,Yashpal Sharma,"['Murali Kartik', 'Shane Bond', 'Rohan Gavaskar', 'Laxmi Shukla', 'Wriddhiman Saha', 'Sourav Ganguly', 'Brad Hodge', 'Ishant Sharma', 'Angelo Mathews', 'Owais Shah', 'Manoj Tiwary']","['Lakshmipathy Balaji', 'Manpreet Gony', 'Muttiah Muralitharan', 'Ravichandran Ashwin', 'Albie Morkel', 'Justin Kemp', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']",0.4,0.233333333,0.2,0.2,0.233333333,0,0,0,0,0,0,0.545454545,0.242424242,0.333333333,0.333333333,0.242424242,0,0,0,0,0,0,10,0,0.960789439,0.956001871,0
2010,DC,MI,1,1,"Arun Jaitley Stadium, Delhi",8:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Srinivas Venkataraghavan,"['Dirk Nannes', 'Sarabjit Ladda', 'Pradeep Sangwan', 'Amit Mishra', 'Mithun Manhas', 'Dinesh Karthik', 'Farveez Maharoof', 'AB de Villiers', 'Virender Sehwag', 'Gautam Gambhir', 'Tillakaratne Dilshan']","['Zaheer Khan', 'Harbhajan Singh', 'Rajagopal Sathish', 'Lasith Malinga', 'Dwayne Bravo', 'Kieron Pollard', 'Ambati Rayudu', 'Saurabh Tiwary', 'Aditya Tare', 'Sachin Tendulkar', 'Sanath Jayasuriya']",0.606060606,0.333333333,0.303030303,0.181818182,0.454545455,0,0,0,0,0,0,0.466666667,0.3,0.2,0.266666667,0.233333333,0,0,0,0,0,0,10,5,0.835285552,0.960789439,0
2010,RCB,RR,1,1,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Krishna Hariharan,Daryl Harper,Subrat Das,Dev Govindjee,"['Dale Steyn', 'Anil Kumble', 'Eoin Morgan', 'Vinay Kumar', 'Praveen Kumar', 'Mark Boucher', 'Rahul Dravid', 'Virat Kohli', 'Robin Uthappa', 'Jacques Kallis', 'Manish Pandey']","['Siddharth Trivedi', 'Shane Warne', 'Sumit Narwal', 'Yusuf Pathan', 'Abhishek Jhunjhunwala', 'Munaf Patel', 'Morne Morkel', 'Paras Dogra', 'Damien Martyn', 'Michael Lumb', 'Naman Ojha']",0.441176471,0.205882353,0.264705882,0.176470588,0.294117647,0,0,0,0,0,0,0.606060606,0.363636364,0.272727273,0.242424242,0.393939394,0,0,0,0,0,0,5,0,0.932329297,0.876138229,1
2010,DC,CSK,1,0,"Arun Jaitley Stadium, Delhi",4:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Srinivas Venkataraghavan,"['Dirk Nannes', 'Pradeep Sangwan', 'Amit Mishra', 'Rajat Bhatia', 'Mithun Manhas', 'AB de Villiers', 'Umesh Yadav', 'Dinesh Karthik', 'Tillakaratne Dilshan', 'Virender Sehwag', 'David Warner']","['Lakshmipathy Balaji', 'Ravichandran Ashwin', 'Murali Vijay', 'S Badrinath', 'Matthew Hayden', 'Joginder Sharma', 'Muttiah Muralitharan', 'Justin Kemp', 'Albie Morkel', 'Suresh Raina', 'Parthiv Patel']",0.588235294,0.323529412,0.294117647,0.176470588,0.441176471,0,0,0,0,0,0,0.558823529,0.264705882,0.323529412,0.352941176,0.235294118,0,0,0,0,0,0,0,5,0.844044405,0.958498249,0
2010,DCG,KXIP,0,1,"Barabati Stadium, Cuttack",8:00 PM,Billy Bowden,Marais Erasmus,Amiesh Saheba,Gundappa Viswanath,"['Pragyan Ojha', 'Anirudh Singh', 'RP Singh', 'Jaskaran Singh', 'Chaminda Vaas', 'Tirumalsetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'VVS Laxman', 'Adam Gilchrist']","['Shalabh Srivastava', 'S Sreesanth', 'Bipul Sharma', 'Piyush Chawla', 'Irfan Pathan', 'Adrian Barath', 'Kumar Sangakkara', 'Manvinder Bisla', 'Ravi Bopara', 'Mahela Jayawardene', 'Yuvraj Singh']",0.382352941,0.323529412,0.088235294,0.205882353,0.205882353,0,0,0,0,0,0,0.545454545,0.272727273,0.303030303,0.242424242,0.333333333,0,0,0,0,0,0,5,0,0.969338045,0.912262625,1
2010,RR,KKR,1,0,"Sardar Patel Stadium, Ahmedabad",4:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Shaun Tait', 'Munaf Patel', 'Shane Warne', 'Siddharth Trivedi', 'Paras Dogra', 'Adam Voges', 'Yusuf Pathan', 'Abhishek Jhunjhunwala', 'Faiz Fazal', 'Naman Ojha', 'Michael Lumb']","['Shane Bond', 'Ashok Dinda', 'Murali Kartik', 'Sourav Ganguly', 'Cheteshwar Pujara', 'Ishant Sharma', 'Wriddhiman Saha', 'Angelo Mathews', 'Owais Shah', 'Brad Hodge', 'Manoj Tiwary']",0.588235294,0.352941176,0.264705882,0.235294118,0.382352941,0,0,0,0,0,0,0.387096774,0.225806452,0.193548387,0.193548387,0.225806452,0,0,0,0,0,0,0,0,0.882878688,0.963232004,1
2010,MI,RCB,1,0,"Brabourne Stadium, Mumbai",8:00 PM,Kumar Dharmasena,Sanjay Hazare,Shavir Tarapore,Yashpal Sharma,"['Lasith Malinga', 'Zaheer Khan', 'Harbhajan Singh', 'Rajagopal Sathish', 'Kieron Pollard', 'Dwayne Bravo', 'Ambati Rayudu', 'Saurabh Tiwary', 'Aditya Tare', 'Sachin Tendulkar', 'Sanath Jayasuriya']","['Vinay Kumar', 'Dale Steyn', 'Praveen Kumar', 'Rahul Dravid', 'Eoin Morgan', 'Virat Kohli', 'Robin Uthappa', 'Anil Kumble', 'Mark Boucher', 'Jacques Kallis', 'Manish Pandey']",0.483870968,0.290322581,0.225806452,0.290322581,0.225806452,0,0,0,0,0,0,0.457142857,0.228571429,0.257142857,0.171428571,0.314285714,0,0,0,0,0,0,10,10,0.963232004,0.921610447,0
2010,DCG,DC,1,0,"Barabati Stadium, Cuttack",4:00 PM,Billy Bowden,Marais Erasmus,Amiesh Saheba,Gundappa Viswanath,"['Pragyan Ojha', 'Venugopal Rao', 'RP Singh', 'Rahul Sharma', 'Chaminda Vaas', 'Tirumalsetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'Adam Gilchrist', 'Mohnish Mishra']","['Sarabjit Ladda', 'Umesh Yadav', 'Amit Mishra', 'Yogesh Nagar', 'Moises Henriques', 'Virender Sehwag', 'David Warner', 'Dirk Nannes', 'Mithun Manhas', 'Dinesh Karthik', 'AB de Villiers']",0.4,0.314285714,0.114285714,0.228571429,0.2,0,0,0,0,0,0,0.571428571,0.314285714,0.285714286,0.171428571,0.428571429,0,0,0,0,0,0,10,0,0.971039866,0.852143789,1
2010,CSK,KXIP,1,1,"MA Chidambaram Stadium, Chennai",8:00 PM,Krishna Hariharan,Daryl Harper,Subrat Das,Srinivas Venkataraghavan,"['Justin Kemp', 'Ravichandran Ashwin', 'Manpreet Gony', 'Suresh Raina', 'Matthew Hayden', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Albie Morkel', 'S Badrinath', 'Murali Vijay', 'Parthiv Patel']","['Manvinder Bisla', 'Mohammad Kaif', 'Mahela Jayawardene', 'Shalabh Srivastava', 'Ramesh Powar', 'Rusty Theron', 'Piyush Chawla', 'Yuvraj Singh', 'Kumar Sangakkara', 'Irfan Pathan', 'Ravi Bopara']",0.571428571,0.257142857,0.342857143,0.342857143,0.257142857,0,0,0,0,0,0,0.529411765,0.264705882,0.294117647,0.235294118,0.323529412,0,0,0,0,0,0,10,0,0.949096407,0.917130789,0
2010,MI,KKR,0,0,"Brabourne Stadium, Mumbai",8:00 PM,Sanjay Hazare,Simon Taufel,Kumar Dharmasena,Yashpal Sharma,"['Zaheer Khan', 'Aditya Tare', 'Kieron Pollard', 'Sachin Tendulkar', 'Shikhar Dhawan', 'Lasith Malinga', 'Harbhajan Singh', 'Ryan McLaren', 'Dwayne Bravo', 'Rajagopal Sathish', 'Saurabh Tiwary']","['Murali Kartik', 'Mandeep Singh', 'Cheteshwar Pujara', 'Ishant Sharma', 'Shane Bond', 'Harpreet Singh', 'Wriddhiman Saha', 'Angelo Mathews', 'Owais Shah', 'Sourav Ganguly', 'Chris Gayle']",0.46875,0.28125,0.21875,0.28125,0.21875,0,0,0,0,0,0,0.375,0.21875,0.1875,0.1875,0.21875,0,0,0,0,0,0,0,0,0.965454552,0.965454552,1
2010,RCB,CSK,0,1,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Vinay Kumar', 'Dale Steyn', 'Anil Kumble', 'Mark Boucher', 'Praveen Kumar', 'Eoin Morgan', 'Virat Kohli', 'Robin Uthappa', 'Rahul Dravid', 'Jacques Kallis', 'Manish Pandey']","['Sudeep Tyagi', 'Lakshmipathy Balaji', 'Albie Morkel', 'S Badrinath', 'Murali Vijay', 'George Bailey', 'Parthiv Patel', 'Muttiah Muralitharan', 'Ravichandran Ashwin', 'Suresh Raina', 'Matthew Hayden']",0.472222222,0.222222222,0.277777778,0.166666667,0.333333333,0,0,0,0,0,0,0.555555556,0.25,0.333333333,0.333333333,0.25,0,0,0,0,0,0,10,0,0.910861706,0.951816784,1
2010,KXIP,RR,1,1,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Srinivas Venkataraghavan,"['Mohammad Kaif', 'Irfan Pathan', 'Yuvraj Singh', 'Ravi Bopara', 'Shalabh Srivastava', 'S Sreesanth', 'Rusty Theron', 'Piyush Chawla', 'Mahela Jayawardene', 'Manvinder Bisla', 'Kumar Sangakkara']","['Siddharth Trivedi', 'Yusuf Pathan', 'Faiz Fazal', 'Shaun Tait', 'Munaf Patel', 'Shane Warne', 'Abhishek Jhunjhunwala', 'Paras Dogra', 'Adam Voges', 'Naman Ojha', 'Michael Lumb']",0.542857143,0.257142857,0.314285714,0.257142857,0.314285714,0,0,0,0,0,0,0.6,0.371428571,0.257142857,0.257142857,0.371428571,0,0,0,0,0,0,5,5,0.921610447,0.889095149,0
2010,RCB,DC,1,1,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Brian Jerling,Rudi Koertzen,Russell Tiffin,Andy Pycroft,"['Anil Kumble', 'Dale Steyn', 'Praveen Kumar', 'Vinay Kumar', 'Mark Boucher', 'Manish Pandey', 'Virat Kohli', 'Eoin Morgan', 'Rahul Dravid', 'Robin Uthappa', 'Jacques Kallis']","['Mithun Manhas', 'Pradeep Sangwan', 'Umesh Yadav', 'Dirk Nannes', 'Amit Mishra', 'Andrew McDonald', 'Kedar Jadhav', 'Dinesh Karthik', 'AB de Villiers', 'Virender Sehwag', 'David Warner']",0.486486486,0.216216216,0.297297297,0.189189189,0.324324324,0,0,0,0,0,0,0.555555556,0.305555556,0.277777778,0.166666667,0.416666667,0,0,0,0,0,0,10,0,0.915407751,0.85964603,0
2010,MI,CSK,1,1,"Brabourne Stadium, Mumbai",8:00 PM,Billy Bowden,Amiesh Saheba,Marais Erasmus,Gundappa Viswanath,"['Lasith Malinga', 'Zaheer Khan', 'Harbhajan Singh', 'Dwayne Bravo', 'Kieron Pollard', 'Rajagopal Sathish', 'Saurabh Tiwary', 'Sachin Tendulkar', 'Aditya Tare', 'Ryan McLaren', 'Shikhar Dhawan']","['Shadab Jakati', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Thisara Perera', 'Joginder Sharma', 'Albie Morkel', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden', 'Parthiv Patel']",0.484848485,0.272727273,0.242424242,0.272727273,0.242424242,0,0,0,0,0,0,0.540540541,0.243243243,0.324324324,0.324324324,0.243243243,0,0,0,0,0,0,5,0,0.956001871,0.954326472,1
2010,RR,DCG,0,0,"Sardar Patel Stadium, Ahmedabad",8:00 PM,Kumar Dharmasena,Simon Taufel,Sanjay Hazare,Roshan Mahanama,"['Shaun Tait', 'Abhishek Jhunjhunwala', 'Adam Voges', 'Naman Ojha', 'Michael Lumb', 'Siddharth Trivedi', 'Sumit Narwal', 'Shane Warne', 'Paras Dogra', 'Faiz Fazal', 'Yusuf Pathan']","['Rahul Sharma', 'Venugopal Rao', 'Tirumalsetti Suman', 'Pragyan Ojha', 'RP Singh', 'Chaminda Vaas', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'VVS Laxman', 'Adam Gilchrist']",0.611111111,0.361111111,0.277777778,0.277777778,0.361111111,0,0,0,0,0,0,0.416666667,0.333333333,0.111111111,0.25,0.194444444,0,0,0,0,0,0,10,10,0.894839317,0.972604477,1
2010,KXIP,KKR,0,0,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Billy Doctrove,Sundaram Ravi,Shavir Tarapore,Srinivas Venkataraghavan,"['Vikramjeet Singh Malik', 'Shalabh Srivastava', 'Piyush Chawla', 'Brett Lee', 'Karan Goel', 'Irfan Pathan', 'Mahela Jayawardene', 'Kumar Sangakkara', 'Manvinder Bisla', 'Yuvraj Singh', 'Ravi Bopara']","['Ashok Dinda', 'Ajit Agarkar', 'Angelo Mathews', 'Iqbal Abdulla', 'Shane Bond', 'Wriddhiman Saha', 'David Hussey', 'Manoj Tiwary', 'Mandeep Singh', 'Sourav Ganguly', 'Chris Gayle']",0.527777778,0.25,0.305555556,0.25,0.305555556,0,0,0,0,0,0,0.363636364,0.212121212,0.181818182,0.181818182,0.212121212,0,0,0,0,0,0,0,0,0.925741266,0.967482588,0
2010,RR,CSK,1,0,"Sardar Patel Stadium, Ahmedabad",4:00 PM,Sanjay Hazare,Simon Taufel,Kumar Dharmasena,Roshan Mahanama,"['Siddharth Trivedi', 'Shaun Tait', 'Shane Warne', 'Sumit Narwal', 'Paras Dogra', 'Abhishek Jhunjhunwala', 'Adam Voges', 'Yusuf Pathan', 'Faiz Fazal', 'Naman Ojha', 'Michael Lumb']","['Shadab Jakati', 'Joginder Sharma', 'Thilan Thushara', 'Muttiah Muralitharan', 'Arun Karthik', 'Albie Morkel', 'S Badrinath', 'MS Dhoni', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']",0.621621622,0.351351351,0.297297297,0.27027027,0.378378378,0,0,0,0,0,0,0.526315789,0.236842105,0.315789474,0.315789474,0.236842105,0,0,0,0,0,0,10,0,0.883867803,0.956646509,1
2010,DCG,MI,1,1,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Subrat Das,Krishna Hariharan,Daryl Harper,Gundappa Viswanath,"['RP Singh', 'Venugopal Rao', 'Tirumalsetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'Mohnish Mishra', 'Pragyan Ojha', 'Kemar Roach', 'Jaskaran Singh', 'Adam Gilchrist']","['Lasith Malinga', 'Zaheer Khan', 'Harbhajan Singh', 'Ryan McLaren', 'Kieron Pollard', 'Rajagopal Sathish', 'Ambati Rayudu', 'Saurabh Tiwary', 'Dwayne Bravo', 'Sachin Tendulkar', 'Shikhar Dhawan']",0.405405405,0.324324324,0.108108108,0.243243243,0.189189189,0,0,0,0,0,0,0.5,0.294117647,0.235294118,0.264705882,0.264705882,0,0,0,0,0,0,0,10,0.974046177,0.946141332,0
2010,DC,KKR,1,0,"Arun Jaitley Stadium, Delhi",8:00 PM,Sanjay Hazare,Simon Taufel,Kumar Dharmasena,Roshan Mahanama,"['Rajat Bhatia', 'Umesh Yadav', 'Dirk Nannes', 'Amit Mishra', 'Andrew McDonald', 'Kedar Jadhav', 'Paul Collingwood', 'Dinesh Karthik', 'Gautam Gambhir', 'Virender Sehwag', 'David Warner']","['Ishant Sharma', 'Charl Langeveldt', 'Murali Kartik', 'Ajit Agarkar', 'Wriddhiman Saha', 'Angelo Mathews', 'David Hussey', 'Manoj Tiwary', 'Mandeep Singh', 'Sourav Ganguly', 'Chris Gayle']",0.567567568,0.297297297,0.297297297,0.189189189,0.405405405,0,0,0,0,0,0,0.382352941,0.235294118,0.176470588,0.205882353,0.205882353,0,0,0,0,0,0,5,5,0.866606562,0.969338045,1
2010,MI,KXIP,1,1,"Brabourne Stadium, Mumbai",8:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Srinivas Venkataraghavan,"['Harbhajan Singh', 'Rajagopal Sathish', 'Dwayne Bravo', 'Ambati Rayudu', 'Shikhar Dhawan', 'Lasith Malinga', 'Zaheer Khan', 'Ryan McLaren', 'Saurabh Tiwary', 'Kieron Pollard', 'Sachin Tendulkar']","['Shalabh Srivastava', 'Vikramjeet Singh Malik', 'Piyush Chawla', 'Karan Goel', 'Irfan Pathan', 'Yuvraj Singh', 'Mahela Jayawardene', 'Brett Lee', 'Manvinder Bisla', 'Shaun Marsh', 'Ravi Bopara']",0.514285714,0.285714286,0.257142857,0.285714286,0.257142857,0,0,0,0,0,0,0.513513514,0.243243243,0.297297297,0.243243243,0.297297297,0,0,0,0,0,0,10,0,0.949096407,0.929558052,1
2010,CSK,RCB,0,0,"MA Chidambaram Stadium, Chennai",4:00 PM,Brian Jerling,Rudi Koertzen,Russell Tiffin,Andy Pycroft,"['Shadab Jakati', 'Thilan Thushara', 'Muttiah Muralitharan', 'Manpreet Gony', 'MS Dhoni', 'Murali Vijay', 'Chandrasekar Ganapathy', 'S Badrinath', 'Albie Morkel', 'Suresh Raina', 'Matthew Hayden']","['Dale Steyn', 'Rahul Dravid', 'Cameron White', 'Vinay Kumar', 'Anil Kumble', 'Praveen Kumar', 'Kevin Pietersen', 'Virat Kohli', 'Robin Uthappa', 'Jacques Kallis', 'Manish Pandey']",0.512820513,0.230769231,0.307692308,0.307692308,0.230769231,0,0,0,0,0,0,0.473684211,0.210526316,0.289473684,0.184210526,0.315789474,0,0,0,0,0,0,0,0,0.958795394,0.919619746,1
2010,DC,RR,1,0,"Arun Jaitley Stadium, Delhi",8:00 PM,Kumar Dharmasena,Simon Taufel,Sanjay Hazare,Roshan Mahanama,"['Umesh Yadav', 'Sarabjit Ladda', 'Amit Mishra', 'Andrew McDonald', 'Kedar Jadhav', 'Farveez Maharoof', 'Dinesh Karthik', 'Paul Collingwood', 'Gautam Gambhir', 'Virender Sehwag', 'David Warner']","['Sumit Narwal', 'Yusuf Pathan', 'Adam Voges', 'Faiz Fazal', 'Naman Ojha', 'Siddharth Trivedi', 'Shaun Tait', 'Shane Warne', 'Paras Dogra', 'Abhishek Jhunjhunwala', 'Michael Lumb']",0.578947368,0.315789474,0.289473684,0.210526316,0.394736842,0,0,0,0,0,0,0.631578947,0.368421053,0.289473684,0.289473684,0.368421053,0,0,0,0,0,0,10,10,0.873074777,0.889553159,1
2010,KKR,DCG,1,0,"Eden Gardens, Kolkata",8:00 PM,Krishna Hariharan,Daryl Harper,Sudhir Asnani,Gundappa Viswanath,"['Shane Bond', 'Ajit Agarkar', 'Wriddhiman Saha', 'David Hussey', 'Mohnish Parmar', 'Murali Kartik', 'Angelo Mathews', 'Manoj Tiwary', 'Cheteshwar Pujara', 'Chris Gayle', 'Sourav Ganguly']","['Pragyan Ojha', 'Kemar Roach', 'Jaskaran Singh', 'Venugopal Rao', 'Tirumalsetti Suman', 'Herschelle Gibbs', 'Harmeet Singh', 'Rohit Sharma', 'Andrew Symonds', 'Mohnish Mishra', 'Adam Gilchrist']",0.371428571,0.228571429,0.171428571,0.2,0.2,0,0,0,0,0,0,0.394736842,0.315789474,0.105263158,0.236842105,0.184210526,0,0,0,0,0,0,0,0,0.971039866,0.975377457,1
2010,KXIP,RCB,1,0,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Billy Bowden,Marais Erasmus,Amiesh Saheba,Dev Govindjee,"['S Sreesanth', 'Shalabh Srivastava', 'Brett Lee', 'Irfan Pathan', 'Bipul Sharma', 'Piyush Chawla', 'Yuvraj Singh', 'Ravi Bopara', 'Kumar Sangakkara', 'Manvinder Bisla', 'Shaun Marsh']","['Anil Kumble', 'Cameron White', 'Jacques Kallis', 'Dale Steyn', 'Vinay Kumar', 'Praveen Kumar', 'Rahul Dravid', 'Robin Uthappa', 'Virat Kohli', 'Kevin Pietersen', 'Manish Pandey']",0.5,0.236842105,0.289473684,0.236842105,0.289473684,0,0,0,0,0,0,0.461538462,0.205128205,0.282051282,0.179487179,0.307692308,0,0,0,0,0,0,0,0,0.933091439,0.92352914,0
2010,CSK,RR,1,0,"MA Chidambaram Stadium, Chennai",4:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Sudeep Tyagi', 'Doug Bollinger', 'Shadab Jakati', 'Muttiah Muralitharan', 'Srikkanth Anirudha', 'S Badrinath', 'MS Dhoni', 'Albie Morkel', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']","['Shaun Tait', 'Abhishek Jhunjhunwala', 'Faiz Fazal', 'Shane Watson', 'Yusuf Pathan', 'Naman Ojha', 'Michael Lumb', 'Shane Warne', 'Shrikant Wagh', 'Sumit Narwal', 'Abhishek Raut']",0.525,0.225,0.325,0.3,0.25,0,0,0,0,0,0,0.615384615,0.358974359,0.282051282,0.282051282,0.358974359,0,0,0,0,0,0,5,0,0.950635092,0.894839317,1
2010,MI,DCG,1,0,"Brabourne Stadium, Mumbai",8:00 PM,Billy Doctrove,Sundaram Ravi,Shavir Tarapore,Srinivas Venkataraghavan,"['Lasith Malinga', 'Zaheer Khan', 'Harbhajan Singh', 'Kieron Pollard', 'Ryan McLaren', 'Rajagopal Sathish', 'Ambati Rayudu', 'Dwayne Bravo', 'Saurabh Tiwary', 'Sachin Tendulkar', 'Shikhar Dhawan']","['Pragyan Ojha', 'Jaskaran Singh', 'Mohnish Mishra', 'Andrew Symonds', 'Adam Gilchrist', 'Herschelle Gibbs', 'Rahul Sharma', 'Ryan Harris', 'Tirumalsetti Suman', 'Rohit Sharma', 'VVS Laxman']",0.527777778,0.305555556,0.25,0.277777778,0.277777778,0,0,0,0,0,0,0.384615385,0.307692308,0.102564103,0.230769231,0.179487179,0,0,0,0,0,0,10,0,0.939413063,0.976609266,1
2010,KKR,KXIP,1,0,"Eden Gardens, Kolkata",4:00 PM,Sudhir Asnani,Daryl Harper,Krishna Hariharan,Javagal Srinath,"['Shane Bond', 'Ajit Agarkar', 'Wriddhiman Saha', 'Jaydev Unadkat', 'Murali Kartik', 'Cheteshwar Pujara', 'David Hussey', 'Angelo Mathews', 'Manoj Tiwary', 'Chris Gayle', 'Sourav Ganguly']","['Ramesh Powar', 'Bipul Sharma', 'Shalabh Srivastava', 'Piyush Chawla', 'Rusty Theron', 'Irfan Pathan', 'Ravi Bopara', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Manvinder Bisla', 'Yuvraj Singh']",0.388888889,0.25,0.166666667,0.222222222,0.194444444,0,0,0,0,0,0,0.487179487,0.230769231,0.282051282,0.230769231,0.282051282,0,0,0,0,0,0,5,0,0.972604477,0.936368466,0
2010,DC,RCB,1,0,"Arun Jaitley Stadium, Delhi",8:00 PM,Billy Bowden,Marais Erasmus,Amiesh Saheba,Dev Govindjee,"['Amit Mishra', 'Daniel Vettori', 'Kedar Jadhav', 'Dinesh Karthik', 'Paul Collingwood', 'Pradeep Sangwan', 'Farveez Maharoof', 'Rajat Bhatia', 'Gautam Gambhir', 'Virender Sehwag', 'David Warner']","['Abhimanyu Mithun', 'Vinay Kumar', 'Rahul Dravid', 'KP Appanna', 'Anil Kumble', 'Virat Kohli', 'Ross Taylor', 'Robin Uthappa', 'Kevin Pietersen', 'Cameron White', 'Jacques Kallis']",0.58974359,0.333333333,0.282051282,0.230769231,0.384615385,0,0,0,0,0,0,0.475,0.2,0.3,0.175,0.325,0,0,0,0,0,0,10,5,0.879094753,0.913931185,1
2010,DCG,RR,0,0,"Vidarbha Cricket Association Stadium, Nagpur",8:00 PM,Kumar Dharmasena,Simon Taufel,Sanjay Hazare,Roshan Mahanama,"['RP Singh', 'Azhar Bilakhia', 'Dwayne Smith', 'Anirudh Singh', 'Rohit Sharma', 'Adam Gilchrist', 'Pragyan Ojha', 'Harmeet Singh', 'Ryan Harris', 'Andrew Symonds', 'VVS Laxman']","['Aditya Dole', 'Morne Morkel', 'Abhishek Raut', 'Abhishek Jhunjhunwala', 'Siddharth Trivedi', 'Shane Warne', 'Yusuf Pathan', 'Shane Watson', 'Faiz Fazal', 'Naman Ojha', 'Michael Lumb']",0.375,0.3,0.1,0.225,0.175,0,0,0,0,0,0,0.6,0.35,0.275,0.275,0.35,0,0,0,0,0,0,0,0,0.977751237,0.899761996,0
